ts_code,name,market,publisher,category,base_date,base_point,list_date
931133.CSI,经济蓝筹,CSI,中证公司,策略指数,20041231,1000.0,20190320
931134.CSI,AH经济蓝筹(CNY),CSI,中证公司,策略指数,20041231,1000.0,20190320
931135.CSI,AH经济蓝筹(HKD),CSI,中证公司,策略指数,20041231,1000.0,20190320
931136.CSI,深圳科技(CNY),CSI,中证公司,主题指数,20141114,3000.0,20190122
931137.CSI,深圳科技(HKD),CSI,中证公司,主题指数,20141114,3000.0,20190122
931138.CSI,高息低波,CSI,中证公司,策略指数,20041231,1000.0,20181204
931139.CSI,CS消费50,CSI,中证公司,主题指数,20041231,1000.0,20190320
931140.CSI,医药50,CSI,中证公司,主题指数,20041231,1000.0,20190320
931141.CSI,CS长三角,CSI,中证公司,主题指数,20121231,1000.0,20190320
931142.CSI,东证竞争,CSI,中证公司,策略指数,20091231,1000.0,20190320
931143.CSI,CS红利配置,CSI,中证公司,策略指数,20131231,1000.0,20190422
931144.CSI,通信技术,CSI,中证公司,主题指数,20151231,1000.0,20190530
931145.CSI,中证绿色债,CSI,中证公司,债券指数,20161230,100.0,20190131
931146.CSI,交易所绿色债AAA,CSI,中证公司,债券指数,20161230,100.0,20190131
931147.CSI,交易所高等级绿色债,CSI,中证公司,债券指数,20161230,100.0,20190131
931148.CSI,ESG80,CSI,中证公司,主题指数,20110630,1000.0,20190227
931149.CSI,环境质量,CSI,中证公司,策略指数,20120629,1000.0,20190131
931150.CSI,绿色质量,CSI,中证公司,策略指数,20120629,1000.0,20190131
931151.CSI,光伏产业,CSI,中证公司,主题指数,20121231,1000.0,20190422
931152.CSI,CS创新药,CSI,中证公司,主题指数,20141231,1000.0,20190422
931153.CSI,FOF基金,CSI,中证公司,其他,20180222,1000.0,20190524
931154.CSI,能源CFI,CSI,中证公司,商品指数,20120331,100.0,20190827
931155.CSI,300质量,CSI,中证公司,策略指数,20041231,1000.0,20190422
931156.CSI,800质量,CSI,中证公司,策略指数,20041231,1000.0,20190422
931157.CSI,SHS红利成长LV(人民币),CSI,中证公司,策略指数,20141114,3000.0,20190425
931158.CSI,SHS红利成长LV(港币),CSI,中证公司,策略指数,20141114,3000.0,20190425
931159.CSI,创新100,CSI,中证公司,主题指数,20140630,1000.0,20190516
931160.CSI,中证全指通信设备,CSI,中证公司,二级行业指数,20041231,1000.0,20130715
931161.CSI,0-4年地债,CSI,中证公司,债券指数,20131231,100.0,20190425
931162.CSI,中证转债及可交换债50,CSI,中证公司,债券指数,20021231,100.0,20190425
931163.CSI,浙江100,CSI,中证公司,主题指数,20121231,1000.0,20190425
931165.CSI,新兴科技100,CSI,中证公司,策略指数,20081231,1000.0,20190425
931166.CSI,医药健康100,CSI,中证公司,策略指数,20081231,1000.0,20190425
931167.CSI,先进制造100,CSI,中证公司,策略指数,20081231,1000.0,20190425
931168.CSI,ESG领先,CSI,中证公司,主题指数,20160630,1000.0,20190627
931169.CSI,证券30,CSI,中证公司,主题指数,20131231,1000.0,20190530
931170.CSI,民企龙头,CSI,中证公司,主题指数,20120629,1000.0,20190425
931171.CSI,长三角指,CSI,中证公司,主题指数,20121231,1000.0,20190610
931172.CSI,信用主体50,CSI,中证公司,债券指数,20121231,100.0,20190530
931173.CSI,中证德邦消费与供应链金融ABS,CSI,中证公司,主题指数,20151231,100.0,20190610
931174.CSI,0-3年央企25,CSI,中证公司,债券指数,20131231,100.0,20190530
931175.CSI,银行50金融债,CSI,中证公司,债券指数,20131231,100.0,20190530
931176.CSI,台州综指,CSI,中证公司,主题指数,20101231,1000.0,20190530
931177.CSI,全球台州综指(人民币),CSI,中证公司,主题指数,20101231,1000.0,20190530
931178.CSI,全球台州综指(美元),CSI,中证公司,主题指数,20101231,1000.0,20190530
931179.CSI,台州制造30,CSI,中证公司,主题指数,20101231,1000.0,20190530
931180.CSI,易方达2030,CSI,中证公司,其他,20111230,1000.0,20190524
931181.CSI,易方达2040,CSI,中证公司,其他,20111230,1000.0,20190524
931182.CSI,易方达2050,CSI,中证公司,其他,20111230,1000.0,20190524
931183.CSI,易方达2060,CSI,中证公司,其他,20111230,1000.0,20190524
931184.CSI,易方达中低,CSI,中证公司,其他,20111230,1000.0,20190524
931185.CSI,易方达中等,CSI,中证公司,其他,20111230,1000.0,20190524
931186.CSI,中证科技,CSI,中证公司,主题指数,20121231,1000.0,20190530
931187.CSI,科技100,CSI,中证公司,主题指数,20140613,1000.0,20190530
931188.CSI,300欧元对冲,CSI,中证公司,策略指数,20101231,1000.0,20191115
931189.CSI,信用债AAA,CSI,中证公司,债券指数,20071231,100.0,20190627
931190.CSI,信用债AA+,CSI,中证公司,债券指数,20071231,100.0,20190627
931191.CSI,信用债AA,CSI,中证公司,债券指数,20071231,100.0,20190627
931192.CSI,信用债0-1,CSI,中证公司,债券指数,20071231,100.0,20190627
931193.CSI,信用债1-3,CSI,中证公司,债券指数,20071231,100.0,20190627
931194.CSI,信用债3-5,CSI,中证公司,债券指数,20071231,100.0,20190627
931195.CSI,信用债5-7,CSI,中证公司,债券指数,20071231,100.0,20190627
931196.CSI,信用债7-10,CSI,中证公司,债券指数,20071231,100.0,20190627
931197.CSI,信用债1-5,CSI,中证公司,债券指数,20071231,100.0,20190627
931198.CSI,信用债中高等级,CSI,中证公司,债券指数,20071231,100.0,20190627
931199.CSI,信用债0-1中高等级,CSI,中证公司,债券指数,20071231,100.0,20190627
931200.CSI,信用债1-3中高等级,CSI,中证公司,债券指数,20071231,100.0,20190627
931201.CSI,信用债3-5中高等级,CSI,中证公司,债券指数,20071231,100.0,20190627
931202.CSI,信用债5-7中高等级,CSI,中证公司,债券指数,20071231,100.0,20190627
931203.CSI,信用债7-10中高等级,CSI,中证公司,债券指数,20071231,100.0,20190627
931204.CSI,信用债1-5中高等级,CSI,中证公司,债券指数,20071231,100.0,20190627
931205.CSI,信用债0-1AAA,CSI,中证公司,债券指数,20071231,100.0,20190627
931206.CSI,信用债1-3AAA,CSI,中证公司,债券指数,20071231,100.0,20190627
931207.CSI,信用债3-5AAA,CSI,中证公司,债券指数,20071231,100.0,20190627
931208.CSI,信用债5-7AAA,CSI,中证公司,债券指数,20071231,100.0,20190627
931209.CSI,信用债7-10AAA,CSI,中证公司,债券指数,20071231,100.0,20190627
931210.CSI,信用债1-5AAA,CSI,中证公司,债券指数,20071231,100.0,20190627
931211.CSI,信用债0-1AA+,CSI,中证公司,债券指数,20071231,100.0,20190627
931212.CSI,信用债1-3AA+,CSI,中证公司,债券指数,20091231,100.0,20190627
931213.CSI,信用债3-5AA+,CSI,中证公司,债券指数,20081231,100.0,20190627
931214.CSI,信用债5-7AA+,CSI,中证公司,债券指数,20071231,100.0,20190627
931215.CSI,信用债7-10AA+,CSI,中证公司,债券指数,20071231,100.0,20190627
931216.CSI,信用债1-5AA+,CSI,中证公司,债券指数,20081231,100.0,20190627
931217.CSI,信用债0-1AA,CSI,中证公司,债券指数,20071231,100.0,20190627
931218.CSI,信用债1-3AA,CSI,中证公司,债券指数,20081231,100.0,20190627
931219.CSI,信用债3-5AA,CSI,中证公司,债券指数,20081231,100.0,20190627
931220.CSI,信用债5-7AA,CSI,中证公司,债券指数,20071231,100.0,20190627
931221.CSI,信用债7-10AA,CSI,中证公司,债券指数,20081231,100.0,20190627
931222.CSI,信用债1-5AA,CSI,中证公司,债券指数,20081231,100.0,20190627
931260.CSI,互联互通A股投资,CSI,中证公司,主题指数,20170331,1000.0,20191118
931261.CSI,全球电子竞技,CSI,中证公司,主题指数,20121231,1000.0,20191125
931262.CSI,全球电子竞技(港元),CSI,中证公司,主题指数,20121231,1000.0,20191125
931263.CSI,全球电子竞技(美元),CSI,中证公司,主题指数,20121231,1000.0,20191125
931265.CSI,民企300,CSI,中证公司,主题指数,20090630,1000.0,20191115
931266.CSI,民企贡献,CSI,中证公司,主题指数,20131231,1000.0,20191115
931267.CSI,民企领先,CSI,中证公司,主题指数,20121231,1000.0,20191115
931268.CSI,持续发展,CSI,中证公司,主题指数,20140630,1000.0,20191115
931273.CSI,海南指数,CSI,中证公司,主题指数,20121231,1000.0,20191018
931274.CSI,政金债0-1,CSI,中证公司,债券指数,20071231,100.0,20191118
931275.CSI,政金债1-5,CSI,中证公司,债券指数,20071231,100.0,20191118
931276.CSI,政金债5-10,CSI,中证公司,债券指数,20071231,100.0,20191118
931277.CSI,政金债10+,CSI,中证公司,债券指数,20071231,100.0,20191118
931278.CSI,政金债10-25,CSI,中证公司,债券指数,20071231,100.0,20191118
931279.CSI,国开债,CSI,中证公司,债券指数,20071231,100.0,20191118
931280.CSI,国开债0-1,CSI,中证公司,债券指数,20071231,100.0,20191118
931281.CSI,国开债1-5,CSI,中证公司,债券指数,20071231,100.0,20191118
931282.CSI,国开债3-5,CSI,中证公司,债券指数,20071231,100.0,20191118
931283.CSI,国开债5-7,CSI,中证公司,债券指数,20071231,100.0,20191118
931284.CSI,国开债5-10,CSI,中证公司,债券指数,20071231,100.0,20191118
931285.CSI,国开债10+,CSI,中证公司,债券指数,20071231,100.0,20191118
931286.CSI,国开债10-25,CSI,中证公司,债券指数,20071231,100.0,20191118
931287.CSI,农发债,CSI,中证公司,债券指数,20071231,100.0,20191118
931288.CSI,农发债0-1,CSI,中证公司,债券指数,20071231,100.0,20191118
931289.CSI,农发债1-3,CSI,中证公司,债券指数,20071231,100.0,20191118
931290.CSI,农发债1-5,CSI,中证公司,债券指数,20071231,100.0,20191118
931291.CSI,农发债3-5,CSI,中证公司,债券指数,20071231,100.0,20191118
931292.CSI,农发债5-7,CSI,中证公司,债券指数,20071231,100.0,20191118
931293.CSI,农发债5-10,CSI,中证公司,债券指数,20071231,100.0,20191118
931294.CSI,农发债7-10,CSI,中证公司,债券指数,20071231,100.0,20191118
931295.CSI,进出口债,CSI,中证公司,债券指数,20071231,100.0,20191118
931296.CSI,进出口债0-1,CSI,中证公司,债券指数,20071231,100.0,20191118
931297.CSI,进出口债1-3,CSI,中证公司,债券指数,20071231,100.0,20191118
931298.CSI,进出口债1-5,CSI,中证公司,债券指数,20071231,100.0,20191118
931299.CSI,进出口债3-5,CSI,中证公司,债券指数,20071231,100.0,20191118
931300.CSI,进出口债5-7,CSI,中证公司,债券指数,20081231,100.0,20191118
931301.CSI,进出口债5-10,CSI,中证公司,债券指数,20081231,100.0,20191118
931302.CSI,进出口债7-10,CSI,中证公司,债券指数,20111231,100.0,20191118
931303.CSI,国债及政金债,CSI,中证公司,债券指数,20071231,100.0,20191118
931304.CSI,国债及政金债0-1,CSI,中证公司,债券指数,20071231,100.0,20191118
931305.CSI,国债及政金债1-3,CSI,中证公司,债券指数,20071231,100.0,20191118
931306.CSI,国债及政金债1-5,CSI,中证公司,债券指数,20071231,100.0,20191118
931307.CSI,国债及政金债3-5,CSI,中证公司,债券指数,20071231,100.0,20191118
931308.CSI,国债及政金债5-7,CSI,中证公司,债券指数,20071231,100.0,20191118
931309.CSI,国债及政金债5-10,CSI,中证公司,债券指数,20071231,100.0,20191118
931310.CSI,国债及政金债7-10,CSI,中证公司,债券指数,20071231,100.0,20191118
931311.CSI,国债及政金债10+,CSI,中证公司,债券指数,20071231,100.0,20191118
931312.CSI,国债及政金债10-25,CSI,中证公司,债券指数,20071231,100.0,20191118
931313.CSI,国债及政金债30,CSI,中证公司,债券指数,20071231,100.0,20191118
931314.CSI,1-5年长三角地债,CSI,中证公司,债券指数,20131231,100.0,20191018
931315.CSI,1-5年江苏债,CSI,中证公司,债券指数,20141231,100.0,20191018
931316.CSI,1-5年山东债,CSI,中证公司,债券指数,20141231,100.0,20191018
931317.CSI,1-5年四川债,CSI,中证公司,债券指数,20151231,100.0,20191018
931318.CSI,1-5年湖南债,CSI,中证公司,债券指数,20151231,100.0,20191018
931319.CSI,1-5年贵州债,CSI,中证公司,债券指数,20151231,100.0,20191018
931320.CSI,1-5年河南债,CSI,中证公司,债券指数,20151231,100.0,20191018
931321.CSI,1-5年浙江债,CSI,中证公司,债券指数,20131231,100.0,20191018
931322.CSI,1-5年广东债,CSI,中证公司,债券指数,20131231,100.0,20191018
931323.CSI,1-5年河北债,CSI,中证公司,债券指数,20151231,100.0,20191018
931324.CSI,1-5年云南债,CSI,中证公司,债券指数,20151231,100.0,20191018
931325.CSI,1-3年长三角地债,CSI,中证公司,债券指数,20131231,100.0,20191018
931326.CSI,1-3年江苏债,CSI,中证公司,债券指数,20151231,100.0,20191018
931327.CSI,1-3年山东债,CSI,中证公司,债券指数,20151231,100.0,20191018
931328.CSI,1-3年四川债,CSI,中证公司,债券指数,20151231,100.0,20191018
931329.CSI,1-3年湖南债,CSI,中证公司,债券指数,20151231,100.0,20191018
931330.CSI,1-3年贵州债,CSI,中证公司,债券指数,20151231,100.0,20191018
931331.CSI,1-3年河南债,CSI,中证公司,债券指数,20151231,100.0,20191018
931332.CSI,1-3年浙江债,CSI,中证公司,债券指数,20131231,100.0,20191018
931333.CSI,1-3年广东债,CSI,中证公司,债券指数,20131231,100.0,20191018
931334.CSI,1-3年河北债,CSI,中证公司,债券指数,20151231,100.0,20191018
931335.CSI,1-3年云南债,CSI,中证公司,债券指数,20151231,100.0,20191018
931336.CSI,1-5年地债,CSI,中证公司,债券指数,20131231,100.0,20191018
931337.CSI,原油CFI,CSI,中证公司,商品指数,20180326,1000.0,20190827
931338.CSI,原油CFI(美元),CSI,中证公司,商品指数,20180326,1000.0,20190827
931339.CSI,原油CFI(新台币),CSI,中证公司,商品指数,20180326,1000.0,20190827
931340.CSI,中证转债平衡策略,CSI,中证公司,债券指数,20161231,100.0,20191115
931341.CSI,大湾区高质发展(人民币),CSI,中证公司,主题指数,20141231,1000.0,20191018
931342.CSI,大湾区高质发展(港币),CSI,中证公司,主题指数,20141231,1000.0,20191018
931343.CSI,大湾区价值蓝筹(人民币),CSI,中证公司,主题指数,20141231,1000.0,20191018
931344.CSI,大湾区价值蓝筹(港币),CSI,中证公司,主题指数,20141231,1000.0,20191018
931345.CSI,大湾区红利低波(人民币),CSI,中证公司,主题指数,20141231,1000.0,20191018
931346.CSI,大湾区红利低波(港币),CSI,中证公司,主题指数,20141231,1000.0,20191018
931347.CSI,大湾区科技领先(人民币),CSI,中证公司,主题指数,20141231,1000.0,20191018
931348.CSI,大湾区科技领先(港币),CSI,中证公司,主题指数,20141231,1000.0,20191018
931349.CSI,大湾区先进制造(人民币),CSI,中证公司,主题指数,20141231,1000.0,20191018
931350.CSI,大湾区先进制造(港币),CSI,中证公司,主题指数,20141231,1000.0,20191018
931351.CSI,大湾区消费升级(人民币),CSI,中证公司,主题指数,20141231,1000.0,20191018
931352.CSI,大湾区消费升级(港币),CSI,中证公司,主题指数,20141231,1000.0,20191018
931353.CSI,CS科技,CSI,中证公司,主题指数,20081231,1000.0,20191115
931354.CSI,CS消费,CSI,中证公司,主题指数,20081231,1000.0,20191115
931355.CSI,CS周期,CSI,中证公司,主题指数,20081231,1000.0,20191115
931356.CSI,民企创新,CSI,中证公司,主题指数,20091231,1000.0,20191115
931357.CSI,优选消费50(人民币),CSI,中证公司,主题指数,20091231,1000.0,20191115
931358.CSI,优选消费50(港币),CSI,中证公司,主题指数,20091231,1000.0,20191115
931360.CSI,铁路债券,CSI,中证公司,债券指数,20111231,100.0,20191018
931361.CSI,铁路债券0-1,CSI,中证公司,债券指数,20111231,100.0,20191018
931362.CSI,铁路债券1-3,CSI,中证公司,债券指数,20111231,100.0,20191018
931363.CSI,铁路债券1-5,CSI,中证公司,债券指数,20111231,100.0,20191018
931365.CSI,铁路债券3-5,CSI,中证公司,债券指数,20111231,100.0,20191018
931366.CSI,铁路债券5-7,CSI,中证公司,债券指数,20111231,100.0,20191018
931367.CSI,铁路债券5-10,CSI,中证公司,债券指数,20111231,100.0,20191018
931368.CSI,铁路债券7-10,CSI,中证公司,债券指数,20111231,100.0,20191018
931369.CSI,铁路债券10+,CSI,中证公司,债券指数,20111231,100.0,20191018
931370.CSI,交易所铁路债券,CSI,中证公司,债券指数,20111231,100.0,20191115
931371.CSI,品牌消费100,CSI,中证公司,策略指数,20081231,1000.0,20191125
931372.CSI,浙江国资,CSI,中证公司,主题指数,20121231,1000.0,20191209
931373.CSI,股息龙头,CSI,中证公司,主题指数,20131231,1000.0,20191115
931374.CSI,交银理财长三角,CSI,中证公司,主题指数,20121231,1000.0,20191022
931375.CSI,300质量低波,CSI,中证公司,策略指数,20041231,1000.0,20191125
931376.CSI,泰康红利LV,CSI,中证公司,主题指数,20071231,1000.0,20191128
931377.CSI,经济成长,CSI,中证公司,策略指数,20041231,1000.0,20191226
931378.CSI,AH经济成长,CSI,中证公司,策略指数,20041231,1000.0,20191226
931379.CSI,AH经济成长港币,CSI,中证公司,策略指数,20041231,1000.0,20191226
931380.CSI,科技50,CSI,中证公司,主题指数,20140630,1000.0,20191125
931381.CSI,中证长三角,CSI,中证公司,主题指数,20121231,1000.0,20191125
931382.CSI,嘉实ESG,CSI,中证公司,主题指数,20151231,1000.0,20191125
931383.CSI,CS医药50,CSI,中证公司,主题指数,20141231,1000.0,20191226
931384.CSI,300美元对冲2,CSI,中证公司,策略指数,20101231,1000.0,20191115
931385.CSI,500美元对冲2,CSI,中证公司,策略指数,20101231,1000.0,20191115
931386.CSI,1000美元对冲2,CSI,中证公司,策略指数,20101231,1000.0,20191115
931387.CSI,300瑞郎对冲,CSI,中证公司,策略指数,20101231,1000.0,20191115
931388.CSI,中证中信证券0-1AAA公司债,CSI,中证公司,债券指数,20151231,100.0,20191125
931389.CSI,300波控3,CSI,中证公司,策略指数,20041231,1000.0,20191115
931390.CSI,500波控3,CSI,中证公司,策略指数,20041231,1000.0,20191115
931391.CSI,红利波控3,CSI,中证公司,策略指数,20051230,1000.0,20191115
931392.CSI,转债50,CSI,中证公司,债券指数,20111230,100.0,20200114
931393.CSI,湖北指数,CSI,中证公司,主题指数,20121231,1000.0,20200204
931394.CSI,信息科技50,CSI,中证公司,策略指数,20141231,1000.0,20200123
931395.CSI,沪港深300,CSI,中证公司,规模指数,20141114,1000.0,20200114
931396.CSI,沪港深300(港币),CSI,中证公司,规模指数,20141114,1000.0,20200114
931397.CSI,A股通50,CSI,中证公司,主题指数,20170331,1000.0,20200220
931398.CSI,A股通100,CSI,中证公司,主题指数,20170331,1000.0,20200220
931399.CSI,中信债股稳健,CSI,中证公司,其他指数,20081231,1000.0,20191125
931400.CSI,中信债股进取,CSI,中证公司,其他指数,20081231,1000.0,20191125
931402.CSI,证券先锋,CSI,中证公司,策略指数,20131231,1000.0,20200114
931403.CSI,品牌工程,CSI,中证公司,主题指数,20170825,1000.0,20200114
931404.CSI,SHS品牌消费50,CSI,中证公司,主题指数,20091231,1000.0,20200220
931405.CSI,SHS品牌消费50(港币),CSI,中证公司,主题指数,20091231,1000.0,20200220
931406.CSI,5G 50,CSI,中证公司,主题指数,20151231,1000.0,20200220
931407.CSI,全球金矿,CSI,中证公司,主题指数,20141114,1000.0,20200220
931408.CSI,全球金矿(美元),CSI,中证公司,主题指数,20141114,1000.0,20200220
931409.CSI,SHS创新药,CSI,中证公司,主题指数,20141231,1000.0,20200220
931410.CSI,SHS创新药(港币),CSI,中证公司,主题指数,20141231,1000.0,20200220
931411.CSI,中证华泰证券转债价值,CSI,中证公司,债券指数,20161231,100.0,20200220
931412.CSI,证券25,CSI,中证公司,主题指数,20131231,1000.0,20200220
931414.CSI,长三角地债,CSI,中证公司,债券指数,20131231,100.0,20200313
931415.CSI,江苏债,CSI,中证公司,债券指数,20141231,100.0,20200313
931416.CSI,山东债,CSI,中证公司,债券指数,20141231,100.0,20200313
931417.CSI,四川债,CSI,中证公司,债券指数,20151231,100.0,20200313
931418.CSI,湖南债,CSI,中证公司,债券指数,20151231,100.0,20200313
931419.CSI,贵州债,CSI,中证公司,债券指数,20151231,100.0,20200313
931420.CSI,河南债,CSI,中证公司,债券指数,20151231,100.0,20200313
931421.CSI,浙江债,CSI,中证公司,债券指数,20131231,100.0,20200313
931422.CSI,广东债,CSI,中证公司,债券指数,20131231,100.0,20200313
931423.CSI,河北债,CSI,中证公司,债券指数,20151231,100.0,20200313
931424.CSI,云南债,CSI,中证公司,债券指数,20151231,100.0,20200313
931425.CSI,安徽债,CSI,中证公司,债券指数,20151231,100.0,20200313
931426.CSI,福建债,CSI,中证公司,债券指数,20151231,100.0,20200313
931427.CSI,湖北债,CSI,中证公司,债券指数,20151231,100.0,20200313
931428.CSI,辽宁债,CSI,中证公司,债券指数,20151231,100.0,20200313
931429.CSI,内蒙古债,CSI,中证公司,债券指数,20151231,100.0,20200313
931430.CSI,1-5年安徽债,CSI,中证公司,债券指数,20151231,100.0,20200313
931431.CSI,1-5年福建债,CSI,中证公司,债券指数,20151231,100.0,20200313
931432.CSI,1-5年湖北债,CSI,中证公司,债券指数,20151231,100.0,20200313
931433.CSI,1-5年辽宁债,CSI,中证公司,债券指数,20151231,100.0,20200313
931434.CSI,1-5年内蒙古债,CSI,中证公司,债券指数,20151231,100.0,20200313
931435.CSI,1-3年安徽债,CSI,中证公司,债券指数,20151231,100.0,20200313
931436.CSI,1-3年福建债,CSI,中证公司,债券指数,20151231,100.0,20200313
931437.CSI,1-3年湖北债,CSI,中证公司,债券指数,20151231,100.0,20200313
931438.CSI,1-3年辽宁债,CSI,中证公司,债券指数,20151231,100.0,20200313
931439.CSI,1-3年内蒙古债,CSI,中证公司,债券指数,20151231,100.0,20200313
931440.CSI,创新药30,CSI,中证公司,主题指数,20141231,1000.0,20200421
931441.CSI,AI50,CSI,中证公司,主题指数,20121231,1000.0,20200506
931442.CSI,SHS科技100,CSI,中证公司,主题指数,20141114,3000.0,20200421
931443.CSI,SHS科技100(港币),CSI,中证公司,主题指数,20141114,3000.0,20200421
931444.CSI,SHS高股息100,CSI,中证公司,主题指数,20141114,3000.0,20200421
931445.CSI,SHS高股息100(港币),CSI,中证公司,主题指数,20141114,3000.0,20200421
931446.CSI,东证红利低波,CSI,中证公司,主题指数,20091231,1000.0,20200421
931447.CSI,科技动量,CSI,中证公司,策略指数,20140630,1000.0,20200421
931448.CSI,平安恒定风险,CSI,中证公司,策略指数,20141231,1000.0,20200123
931452.CSI,大湾区质量成长均衡(人民币),CSI,中证公司,主题指数,20161230,1000.0,20200313
931453.CSI,大湾区质量成长均衡(港币),CSI,中证公司,主题指数,20161230,1000.0,20200313
931454.CSI,HKC消费(HKD),CSI,中证公司,主题指数,20141114,1000.0,20200306
931455.CSI,HKC消费(CNY),CSI,中证公司,主题指数,20141114,1000.0,20200306
931456.CSI,中国教育,CSI,中证公司,主题指数,20141231,1000.0,20200421
931457.CSI,中国教育(港币),CSI,中证公司,主题指数,20141231,1000.0,20200421
931458.CSI,中国教育(美元),CSI,中证公司,主题指数,20141231,1000.0,20200421
931461.CSI,电子50,CSI,中证公司,主题指数,20081231,1000.0,20090722
931462.CSI,SHS中国教育HKD,CSI,中证公司,主题指数,20141231,1000.0,20150731
931463.CSI,300 ESG,CSI,中证公司,主题指数,20170630,1000.0,20200430
931465.CSI,300 ESG领先,CSI,中证公司,主题指数,20170630,1000.0,20200430
931466.CSI,300 ESG价值,CSI,中证公司,策略指数,20170630,1000.0,20200430
931467.CSI,医药龙头,CSI,中证公司,主题指数,20121231,1000.0,20200521
931468.CSI,红利质量,CSI,中证公司,策略指数,20041231,1000.0,20200521
931469.CSI,云计算50,CSI,中证公司,主题指数,20141231,1000.0,20200612
931470.CSI,SHS云计算,CSI,中证公司,主题指数,20141231,1000.0,20200421
931471.CSI,SHS云计算(港币),CSI,中证公司,主题指数,20141231,1000.0,20200421
931472.CSI,7-10年国开债L,CSI,中证公司,债券指数,20131231,100.0,20200717
931476.CSI,ESG120策略,CSI,中证公司,策略指数,20170630,1000.0,20200430
931477.CSI,华夏银行ESG,CSI,中证公司,策略指数,20170630,1000.0,20200430
931479.CSI,证券保险,CSI,中证公司,二级行业指数,20151231,1000.0,20200506
931480.CSI,线上消费,CSI,中证公司,主题指数,20141231,1000.0,20200506
931481.CSI,SHS线上消费,CSI,中证公司,主题指数,20141231,1000.0,20200506
931482.CSI,SHS线上消费(HKD),CSI,中证公司,主题指数,20141231,1000.0,20200506
931483.CSI,电子科技50,CSI,中证公司,主题指数,20141231,1000.0,20200612
931484.CSI,CS医药创新,CSI,中证公司,主题指数,20141231,1000.0,20200506
931485.CSI,MG沪港深120,CSI,中证公司,策略指数,20141114,1000.0,20200506
931486.CSI,MG沪港深120(HKD),CSI,中证公司,策略指数,20141114,1000.0,20200506
931487.CSI,SHS人工智能50,CSI,中证公司,主题指数,20141231,1000.0,20200506
931488.CSI,SHS人工智能50HKD,CSI,中证公司,主题指数,20041231,1000.0,20200506
931489.CSI,A股通策略,CSI,中证公司,策略指数,20170331,1000.0,20200521
931491.CSI,5G 100,CSI,中证公司,主题指数,20151231,1000.0,20200612
931492.CSI,SHS 5G 100,CSI,中证公司,主题指数,20151231,1000.0,20200612
931492HKD.CSI,SHS 5G 100(HKD),CSI,中证公司,主题指数,20151231,1000.0,20200612
931494.CSI,消费电子,CSI,中证公司,主题指数,20121231,1000.0,20200612
931495.CSI,工业互联,CSI,中证公司,主题指数,20141231,1000.0,20200708
931496.CSI,交银理财大湾区,CSI,中证公司,策略指数,20141231,1000.0,20200610
931496HKD.CSI,交银理财大湾区(HKD),CSI,中证公司,策略指数,20141231,1000.0,20200610
931497.CSI,沪港深新基建,CSI,中证公司,主题指数,20141231,1000.0,20200707
931497HKD.CSI,沪港深新基建(HKD),CSI,中证公司,主题指数,20141231,1000.0,20200707
931499.CSI,长三角信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
931500.CSI,京津冀信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
931501.CSI,大湾区信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
931502.CSI,北京信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
931503.CSI,上海信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
931504.CSI,天津信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
931505.CSI,江苏信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
931506.CSI,广东信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
931507.CSI,山东信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
931508.CSI,浙江信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
931509.CSI,福建信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
931510.CSI,湖北信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
931511.CSI,四川信用债,CSI,中证公司,债券指数,20141231,100.0,20200701
931512.CSI,周期50,CSI,中证公司,主题指数,20141231,1000.0,20200717
931513.CSI,公共卫生,CSI,中证公司,主题指数,20121231,1000.0,20200707
931514.CSI,央企25债,CSI,中证公司,债券指数,20121231,100.0,20200701
931515.CSI,0-5年央企25,CSI,中证公司,债券指数,20121231,100.0,20200701
931516.CSI,3-7年央企25,CSI,中证公司,债券指数,20121231,100.0,20200701
931517.CSI,0-3年银行50金融债,CSI,中证公司,债券指数,20131231,100.0,20200701
931518.CSI,0-5年银行50金融债,CSI,中证公司,债券指数,20131231,100.0,20200701
931519.CSI,3-7年银行50金融债,CSI,中证公司,债券指数,20131231,100.0,20200701
931520.CSI,科技50领先,CSI,中证公司,策略指数,20141231,1000.0,20200717
931521.CSI,军工科技,CSI,中证公司,主题指数,20121231,1000.0,20200708
931522.CSI,产业融合,CSI,中证公司,主题指数,20141231,1000.0,20200701
931523.CSI,SHS动漫游戏,CSI,中证公司,主题指数,20141114,1000.0,20200708
931523HKD.CSI,SHS动漫游戏HKD,CSI,中证公司,主题指数,20141114,1000.0,20200708
931524.CSI,SHS科技龙头,CSI,中证公司,主题指数,20141114,1000.0,20200716
931524HKD.CSI,SHS科技龙头(HKD),CSI,中证公司,主题指数,20141114,1000.0,20200716
